source_type,source_name,source_path,node_path,layout_kind,anchor_min,anchor_max,anchored_position,size_delta,children_count
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_08/8/Deco_2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -720.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_09/9/Deco,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -200.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_09/9/Deco_1,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -440.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_09/9/Deco_2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -720.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_10/10/Deco,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -200.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_10/10/Deco_1,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -440.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_10/10/Deco_2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -720.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_11/11/Deco,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -200.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_11/11/Deco_1,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -440.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_11/11/Deco_2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -720.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_12/12/Deco,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -200.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_12/12/Deco_1,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -440.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_12/12/Deco_2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -720.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_13/13/Deco,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -200.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_13/13/Deco_1,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -440.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_13/13/Deco_2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -720.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_14/14/Deco,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -200.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_14/14/Deco_1,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -440.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_14/14/Deco_2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -720.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_15/15/Deco,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -200.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_15/15/Deco_1,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -440.0, ""y"": 0.0}",0
prefab,UIMaidLobbyLoading,Assets/Resources/prefabs/ui/UIMaidLobbyLoading.prefab,UIMaidLobbyLoading/GameObject/Image_15/15/Deco_2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": -720.0, ""y"": 0.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,UIStory/StoryGroup/StoryUICanvas/SafeArea/IlustrationBGCanvas/GradationDepth_1/GradationGroup/BG_Gradation_Slider,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 2500.0, ""y"": 0.0}","{""x"": 4000.0, ""y"": 3000.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,UIStory/StoryGroup/StoryObjectCanvas/StoryBGCanvas/NormalBGParent/BG/StoryBG/DefultBG,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2700.0, ""y"": 2700.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,UIStory/StoryGroup/StoryObjectCanvas/StoryBGCanvas/NormalBGParent/BG/StoryBG/GameObject/BG_Gradation_Slider,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": -6690.9985, ""y"": 0.0}","{""x"": 2000.0, ""y"": 3231.24}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,UIStory/StoryGroup/StoryObjectCanvas/StoryBGCanvas/NormalBGParent/BG/StoryBG/GameObject/BG_Gradation_Slider (1),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 6690.998, ""y"": 0.0}","{""x"": 2000.0, ""y"": 3231.24}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/UILoading/Loading_Type/BG_Base/HalloweenBG,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 660.0, ""y"": 300.0}","{""x"": 3072.0, ""y"": 2048.0}",1
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,BGCanvas/SafeArea/BG_Bar/IngameBG/IngameBGSet_Default/CafeBG,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 380.0}","{""x"": 5000.0, ""y"": 1000.0}",5
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/UILoading/Loading_Type/BG_Base,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2048.0, ""y"": 2048.0}",3
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/UILoading/Loading_Type/BG_Base/BG,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2048.0, ""y"": 2048.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/UILoading/Loading_Type/BG_Base/BG_Event,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 2048.0, ""y"": 2048.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/SafeArea/UIInGame/Request/SkillInfo/Main/Viewport/BG/Image_BG,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 240.0, ""y"": -280.0}","{""x"": 1600.0, ""y"": 1600.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,UIStory/StoryGroup/StoryObjectCanvas,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1080.0, ""y"": 2220.0}",2
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_BlockInfo_B/Target_Block (4)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1030.0, ""y"": 1600.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/SafeArea/UIInGame/UIUseItemBlock/UIGroup/BG (3),full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": -163.5}","{""x"": 930.0, ""y"": 1443.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/SafeArea/UIInGame/UIUseItemBlock/UIGroup/BG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": -163.5}","{""x"": 930.0, ""y"": 1443.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/SafeArea/UIUseItemBlock/UIGroup/BG (3),full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": -163.5}","{""x"": 930.0, ""y"": 1443.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/SafeArea/UIUseItemBlock/UIGroup/BG,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": -163.5}","{""x"": 930.0, ""y"": 1443.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidNote/Target_UI (6)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 90.0}","{""x"": 1000.0, ""y"": 1300.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_UserProfile/Target_UI (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 830.0, ""y"": 1300.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RequestComplete_A_B/TargetBg_D,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 320.0}","{""x"": 950.0, ""y"": 650.0}",1
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RequestComplete_A_B/TargetBg_D/TargetBg_B (1),fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": -80.0}","{""x"": 950.0, ""y"": 650.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/-------------------------------/Tutorial_QuestInfoCheck/TargetBg_B,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 320.0}","{""x"": 950.0, ""y"": 650.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_BlockInfo_Coffee/Target_Block (4)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 800.0, ""y"": 750.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_BlockInfo/Target_Block (3)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 800.0, ""y"": 550.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_BlockInfo_Wooden/Target_Block (3)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 800.0, ""y"": 550.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_BlockInfo_Coffee/Target_Block (3)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 800.0, ""y"": 550.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Shop/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 960.0, ""y"": 420.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,BGCanvas/SafeArea/BG_Bar/CafeBG_Outside,large_panel,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 0.0}","{""x"": 0.0, ""y"": -200.00002}","{""x"": 200.0, ""y"": 2000.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,UIStory/StoryGroup/StoryUICanvas/SafeArea/IlustrationBGCanvas/GradationDepth_1/GradationGroup/BG_Gradation_Nomal,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 600.0, ""y"": 600.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,UIStory/StoryGroup/StoryUICanvas/SafeArea/IlustrationBGCanvas/GradationDepth_1/GradationGroup/BG_Gradation_White,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 600.0, ""y"": 600.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidAIChat/Target_UI_FirstMaidCard/TargetBg_FirstMaidCard,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 500.0, ""y"": 650.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidAIChat/Target_UI_SituationCard/TargetBg_SituationCard,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 500.0, ""y"": 650.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_BlockInfo/Target_Block (4)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 800.0, ""y"": 400.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_BlockInfo_Wooden/Target_Block (4)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 800.0, ""y"": 400.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Costume/TargetBg_C,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 50.0}","{""x"": 480.0, ""y"": 650.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidNote/Target_UI (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 470.0, ""y"": 630.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Target_UI (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 470.0, ""y"": 630.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidSkill/Target_UI (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 470.0, ""y"": 630.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Remodeling/Target_UI (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 980.0, ""y"": 300.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidChat/Target_UI (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidChat/Btn_Ok (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Btn_Ok (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Btn_Ok (3)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Btn_Ok (4)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Btn_Ok (5)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidGift/Btn_Ok (6)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidSkill/Btn_Ok (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidSkill/Btn_Ok (3)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MemoryCardCollection/Btn_Ok (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MemoryCardCollection/Btn_Ok (3)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MemoryCardShop/Btn_Ok (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_MaidAIChat/Btn_Ok (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1000.0, ""y"": 280.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Collection/Target_UI (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 960.0, ""y"": 260.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_InGameTeamFormation/Target_UI (1)/TargetBg,fixed_anchor,"{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 10.0, ""y"": 71.4}","{""x"": 580.0, ""y"": 400.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_InGameTeamFormation/Btn_Ok (1)/TargetBg,fixed_anchor,"{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 10.0, ""y"": 71.4}","{""x"": 580.0, ""y"": 400.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Collection/Btn_Ok (2)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 901.42, ""y"": 250.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_Shop/Btn_Ok (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 901.42, ""y"": 250.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RequestStart_A/Target_Request (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": -50.0, ""y"": -55.0}","{""x"": 450.0, ""y"": 450.0}",0
prefab,UIManager,Assets/Resources/prefabs/ui/UIManager.prefab,Canvas/TutorialManager/New/Tutorial_RequestComplete_A_B/Target_Request (1)/TargetBg,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": -50.0, ""y"": -55.0}","{""x"": 450.0, ""y"": 450.0}",0
